movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
73015,It's Complicated (2009),2009,0.9224137931034483,Comedy|Romance,comedy romance,,comedy romance,1230414,22897,4,2.75
73017,Sherlock Holmes (2009),2009,0.9224137931034483,Action|Crime|Mystery|Thriller,action crime mystery thriller,,action crime mystery thriller,988045,10528,58,3.8534
73023,Crazy Heart (2009),2009,0.9224137931034483,Drama|Romance,drama romance,,drama romance,1263670,25196,5,4.1
73042,Alvin and the Chipmunks: The Squeakquel (2009),2009,0.9224137931034483,Animation|Children|Comedy|Musical,animation children comedy musical,,animation children comedy musical,1231580,23398,3,2.6667
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),2009,0.9224137931034483,Comedy,comedy,,comedy,1407050,26123,3,2.1667
73160,Sorority Babes in the Slimeball Bowl-O-Rama (1988),1988,0.7413793103448276,Comedy|Horror,comedy horror,,comedy horror,96142,27390,1,2.5
73211,Pontypool (2008),2008,0.9137931034482759,Horror|Thriller,horror thriller,,horror thriller,1226681,23963,2,3.75
73266,Youth in Revolt (2009),2009,0.9224137931034483,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,403702,22327,5,3.0
73268,Daybreakers (2010),2010,0.9310344827586207,Action|Drama|Horror|Thriller,action drama horror thriller,,action drama horror thriller,433362,19901,6,3.4167
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),2009,0.9224137931034483,Drama,drama,,drama,1028532,28178,2,3.5
73319,Leap Year (2010),2010,0.9310344827586207,Comedy|Romance,comedy romance,,comedy romance,1216492,25195,5,2.4
73321,"Book of Eli, The (2010)",2010,0.9310344827586207,Action|Adventure|Drama,action adventure drama,,action adventure drama,1037705,20504,16,3.2812
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",2009,0.9224137931034483,Action|Crime|Mystery,action crime mystery,,action crime mystery,1343097,33613,5,4.2
73344,"Prophet, A (Un Prophète) (2009)",2009,0.9224137931034483,Crime|Drama,crime drama,,crime drama,1235166,21575,4,4.25
73386,Staten Island (2009),2009,0.9224137931034483,Crime|Drama,crime drama,,crime drama,976246,25927,1,1.5
73431,"Maiden Heist, The (2009)",2009,0.9224137931034483,Comedy|Crime,comedy crime,,comedy crime,1107860,24271,1,2.5
73488,Blood: The Last Vampire (2009),2009,0.9224137931034483,Action|Horror|Thriller,action horror thriller,,action horror thriller,806027,1450,1,2.0
73499,MacGyver: Lost Treasure of Atlantis (1994),1994,0.7931034482758621,Action|Adventure,action adventure,,action adventure,110419,81895,1,3.5
73501,Pekka ja Pätkä Suezilla (1958),1958,0.4827586206896552,Comedy,comedy,,comedy,49607,148435,1,3.5
73515,Bart Got a Room (2008),2008,0.9137931034482759,Comedy|Romance,comedy romance,,comedy romance,472050,20107,1,3.5
73569,Project A 2 ('A' gai wak juk jap) (1987),1987,0.7327586206896551,Action|Comedy|Crime,action comedy crime,,action comedy crime,92501,21521,2,3.75
73676,Robin-B-Hood (Bo bui gai wak) (2006),2006,0.896551724137931,Action|Comedy|Drama,action comedy drama,,action comedy drama,485976,25676,1,3.0
73681,"Concert, Le (2009)",2009,0.9224137931034483,Comedy|Drama,comedy drama,,comedy drama,1320082,25205,1,3.0
73741,Ninja (2009),2009,0.9224137931034483,Action|Crime|Drama|Thriller,action crime drama thriller,,action crime drama thriller,1182921,25602,1,3.0
73804,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),2008,0.9137931034482759,Adventure|Children|Comedy|Fantasy,adventure children comedy fantasy,,adventure children comedy fantasy,463872,2395,1,4.0
73808,"Chaser, The (Chugyeogja) (2008)",2008,0.9137931034482759,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,1190539,13855,1,3.0
73822,Meantime (1984),1984,0.7068965517241379,Comedy|Drama,comedy drama,,comedy drama,82727,57978,1,5.0
73854,"Rudolph, the Red-Nosed Reindeer (1964)",1964,0.5344827586206896,Adventure|Animation|Children|Fantasy|Musical,adventure animation children fantasy musical,,adventure animation children fantasy musical,58536,13382,3,3.8333
73858,"Dennis the Menace Christmas, A (2007)",2007,0.9051724137931034,Comedy,comedy,,comedy,918511,13358,1,1.5
73876,Undisputed II: Last Man Standing (2006),2006,0.896551724137931,Action|Crime|Drama,action crime drama,,action crime drama,443676,15255,1,4.0
73881,3 Idiots (2009),2009,0.9224137931034483,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,1187043,20453,2,4.75
73929,Legion (2010),2010,0.9310344827586207,Action|Fantasy|Horror|Thriller,action fantasy horror thriller,,action fantasy horror thriller,1038686,22894,3,2.8333
74075,Stan Helsing (2009),2009,0.9224137931034483,Comedy|Horror,comedy horror,,comedy horror,1185266,23988,2,1.0
74089,Peter Pan (1960),1960,0.5,Children|Fantasy|Musical,children fantasy musical,,children fantasy musical,54176,51120,1,3.5
74095,Wicked City (Yôjû toshi) (1987),1987,0.7327586206896551,Animation|Fantasy|Horror|Sci-Fi,animation fantasy horror scifi,,animation fantasy horror scifi,98692,21453,1,2.5
74154,When in Rome (2010),2010,0.9310344827586207,Comedy|Romance,comedy romance,,comedy romance,1185416,13477,4,2.5
74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",1992,0.7758620689655172,Documentary|Drama,documentary drama,,documentary drama,105438,94706,1,5.0
74228,Triangle (2009),2009,0.9224137931034483,Drama|Horror|Mystery|Thriller,drama horror mystery thriller,,drama horror mystery thriller,1187064,26466,2,4.0
74275,I Love You Phillip Morris (2009),2009,0.9224137931034483,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,1045772,8952,2,1.5
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),1987,0.7327586206896551,Children|Drama|Romance,children drama romance,,children drama romance,92571,40724,2,4.75
74324,Temple Grandin (2010),2010,0.9310344827586207,Drama,drama,,drama,1278469,33602,4,4.375
74342,"Captain Newman, M.D. (1963)",1963,0.5258620689655172,Comedy|Drama|War,comedy drama war,,comedy drama war,56903,33728,1,4.5
74370,"House of the Devil, The (2009)",2009,0.9224137931034483,Horror|Thriller,horror thriller,,horror thriller,1172994,25983,1,4.0
74450,Valentine's Day (2010),2010,0.9310344827586207,Comedy|Romance,comedy romance,,comedy romance,817230,32856,3,2.6667
74452,"Wolfman, The (2010)",2010,0.9310344827586207,Horror|Thriller,horror thriller,,horror thriller,780653,7978,2,2.25
74458,Shutter Island (2010),2010,0.9310344827586207,Drama|Mystery|Thriller,drama mystery thriller,insanity leonardo dicaprio martin scorsese plot twist psychological psychological thriller thought-provoking,drama mystery thriller insanity leonardo dicaprio martin scorsese plot twist psychological psychological thriller thought-provoking,1130884,11324,67,4.0224
74508,Persuasion (2007),2007,0.9051724137931034,Drama|Romance,drama romance,,drama romance,844330,13949,3,3.3333
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",2009,0.9224137931034483,Action|Crime|Drama|Mystery|Thriller,action crime drama mystery thriller,,action crime drama mystery thriller,1216487,24253,4,4.25
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),2010,0.9310344827586207,Adventure|Fantasy,adventure fantasy,,adventure fantasy,814255,32657,7,2.3571
74532,Cop Out (2010),2010,0.9310344827586207,Action|Comedy|Crime,action comedy crime,,action comedy crime,1385867,23742,5,2.5
74545,"Ghost Writer, The (2010)",2010,0.9310344827586207,Drama|Mystery|Thriller,drama mystery thriller,,drama mystery thriller,1139328,11439,7,3.7857
74553,"Secret of Kells, The (2009)",2009,0.9224137931034483,Animation|Fantasy,animation fantasy,,animation fantasy,485601,26963,2,4.0
74580,"Spy Next Door, The (2010)",2010,0.9310344827586207,Action|Children|Comedy,action children comedy,,action children comedy,1273678,23172,1,2.0
74624,Agora (2009),2009,0.9224137931034483,Adventure|Drama|Romance,adventure drama romance,,adventure drama romance,1186830,26428,1,4.0
74647,Motherhood (2009),2009,0.9224137931034483,Comedy,comedy,,comedy,1220220,22805,1,1.0
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),2009,0.9224137931034483,Action|Sci-Fi,action scifi,,action scifi,1247640,15357,2,3.75
74677,"Yes Men Fix the World, The (2009)",2009,0.9224137931034483,Documentary,documentary,,documentary,1352852,18489,1,4.0
74683,Mike Bassett: England Manager (2001),2001,0.853448275862069,Comedy,comedy,,comedy,282744,19962,1,4.0
74685,"Crazies, The (2010)",2010,0.9310344827586207,Action|Drama|Horror|Sci-Fi|Thriller,action drama horror scifi thriller,,action drama horror scifi thriller,455407,29427,4,3.375
74688,Dear John (2010),2010,0.9310344827586207,Drama|Romance|War,drama romance war,,drama romance war,989757,22971,1,3.5
74696,Last Train Home (2009),2009,0.9224137931034483,Documentary|Drama,documentary drama,,documentary drama,1512201,45576,1,3.0
74698,Tooth Fairy (2010),2010,0.9310344827586207,Comedy|Fantasy,comedy fantasy,,comedy fantasy,808510,23023,3,2.1667
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),1972,0.603448275862069,Comedy|Crime|Drama|Mystery,comedy crime drama mystery,,comedy crime drama mystery,68519,20871,2,4.75
74750,[REC]² (2009),2009,0.9224137931034483,Horror|Thriller,horror thriller,,horror thriller,1245112,10664,3,3.6667
74754,"Room, The (2003)",2003,0.8706896551724138,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,368226,17473,3,3.6667
74789,Alice in Wonderland (2010),2010,0.9310344827586207,Adventure|Fantasy|IMAX,adventure fantasy imax,,adventure fantasy imax,1014759,12155,28,2.875
74791,"Town Called Panic, A (Panique au village) (2009)",2009,0.9224137931034483,Animation,animation,surreal whimsical,animation surreal whimsical,1433540,40623,2,3.75
74795,Green Zone (2010),2010,0.9310344827586207,Action|Drama|Thriller|War,action drama thriller war,,action drama thriller war,947810,22972,9,3.5
74851,From Paris with Love (2010),2010,0.9310344827586207,Action|Crime,action crime,,action crime,1179034,26389,2,2.5
74868,Dorian Gray (2009),2009,0.9224137931034483,Drama|Horror|Sci-Fi,drama horror scifi,,drama horror scifi,1235124,23488,5,3.0
74916,Greenberg (2010),2010,0.9310344827586207,Comedy|Drama,comedy drama,,comedy drama,1234654,27583,3,2.3333
74946,She's Out of My League (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,815236,34016,9,3.2222
74948,Harry Brown (2009),2009,0.9224137931034483,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,1289406,25941,2,4.0
75341,Remember Me (2010),2010,0.9310344827586207,Drama|Romance,drama romance,,drama romance,1403981,23169,1,4.0
75389,"Burrowers, The (2008)",2008,0.9137931034482759,Horror|Thriller|Western,horror thriller western,,horror thriller western,445939,15846,1,3.0
75395,Frozen (2010),2010,0.9310344827586207,Drama|Horror|Thriller,drama horror thriller,,drama horror thriller,1323045,44363,2,3.25
75416,Generation X (1996),1996,0.8103448275862069,Action|Adventure|Sci-Fi,action adventure scifi,,action adventure scifi,116401,26623,1,1.5
75446,Little Ashes (2008),2008,0.9137931034482759,Drama,drama,,drama,1104083,31299,1,2.5
75803,Our Family Wedding (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,1305583,34563,1,1.5
75805,"Bounty Hunter, The (2010)",2010,0.9310344827586207,Action|Comedy|Romance,action comedy romance,,action comedy romance,1038919,27573,6,2.75
75813,Leaves of Grass (2009),2009,0.9224137931034483,Comedy|Crime|Drama|Thriller,comedy crime drama thriller,,comedy crime drama thriller,1151359,12834,3,3.1667
75816,Women in Trouble (2009),2009,0.9224137931034483,Comedy,comedy,,comedy,1247704,31723,1,2.0
75947,Mondo Cane (1962),1962,0.5172413793103449,Documentary,documentary,,documentary,57318,32688,1,2.0
75985,Repo Men (2010),2010,0.9310344827586207,Action|Sci-Fi|Thriller,action scifi thriller,,action scifi thriller,1053424,31867,6,3.5
76030,Case 39 (2009),2009,0.9224137931034483,Horror|Thriller,horror thriller,,horror thriller,795351,28355,1,0.5
76054,Oceans (Océans) (2009),2009,0.9224137931034483,Documentary|Drama,documentary drama,,documentary drama,765128,36970,1,4.0
76060,"Slammin' Salmon, The (2009)",2009,0.9224137931034483,Comedy,comedy,,comedy,1135525,34423,2,3.5
76077,Hot Tub Time Machine (2010),2010,0.9310344827586207,Comedy|Sci-Fi,comedy scifi,,comedy scifi,1231587,23048,15,3.3
76091,Mother (Madeo) (2009),2009,0.9224137931034483,Crime|Drama|Mystery|Thriller,crime drama mystery thriller,,crime drama mystery thriller,1216496,30018,1,5.0
76093,How to Train Your Dragon (2010),2010,0.9310344827586207,Adventure|Animation|Children|Fantasy|IMAX,adventure animation children fantasy imax,,adventure animation children fantasy imax,892769,10191,53,3.9434
76143,"Bone Man, The (Der Knochenmann) (2009)",2009,0.9224137931034483,Crime|Thriller,crime thriller,,crime thriller,1181927,21467,1,4.5
76173,Micmacs (Micmacs à tire-larigot) (2009),2009,0.9224137931034483,Comedy|Crime,comedy crime,,comedy crime,1149361,27936,2,3.75
76175,Clash of the Titans (2010),2010,0.9310344827586207,Action|Adventure|Drama|Fantasy,action adventure drama fantasy,,action adventure drama fantasy,800320,18823,13,2.3077
76251,Kick-Ass (2010),2010,0.9310344827586207,Action|Comedy,action comedy,,action comedy,1250777,23483,43,3.6512
76293,Date Night (2010),2010,0.9310344827586207,Action|Comedy|Romance,action comedy romance,,action comedy romance,1279935,35056,11,3.3182
76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",2005,0.8879310344827587,Animation|Children|Comedy|Romance,animation children comedy romance,,animation children comedy romance,401398,13417,1,4.5
76738,Steam of Life (Miesten vuoro) (2010),2010,0.9310344827586207,Documentary,documentary,,documentary,1583323,52903,1,3.5
76743,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),2003,0.8706896551724138,Action|Adventure|Comedy,action adventure comedy,,action adventure comedy,314121,8980,1,3.5
76751,American Drug War: The Last White Hope (2007),2007,0.9051724137931034,Crime|Documentary,crime documentary,,crime documentary,1033467,25572,1,3.0
76763,"Runaways, The (2010)",2010,0.9310344827586207,Drama|Musical,drama musical,,drama musical,1017451,27586,1,3.5
77177,Wild China (2008),2008,0.9137931034482759,Documentary,documentary,,documentary,884762,141714,1,4.0
77191,Death at a Funeral (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,1321509,34803,2,3.25
77201,Valhalla Rising (2009),2009,0.9224137931034483,Action|Drama|War,action drama war,,action drama war,862467,37861,1,2.5
77206,Diary of a Wimpy Kid (2010),2010,0.9310344827586207,Children|Comedy,children comedy,,children comedy,1196141,33217,1,3.5
77233,"Union: The Business Behind Getting High, The (2007)",2007,0.9051724137931034,Comedy|Documentary,comedy documentary,,comedy documentary,1039647,36443,1,3.5
77266,Disgrace (2008),2008,0.9137931034482759,Drama,drama,,drama,445953,12411,1,3.5
77364,"Losers, The (2010)",2010,0.9310344827586207,Action|Adventure|Drama|Mystery|Thriller,action adventure drama mystery thriller,,action adventure drama mystery thriller,480255,34813,3,3.0
77414,"Last Song, The (2010)",2010,0.9310344827586207,Drama|Romance,drama romance,,drama romance,1294226,35690,1,3.5
77421,Cyrus (2010),2010,0.9310344827586207,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,1336617,39053,1,2.5
77427,"Human Centipede, The (First Sequence) (2009)",2009,0.9224137931034483,Horror,horror,,horror,1467304,37169,1,0.5
77455,Exit Through the Gift Shop (2010),2010,0.9310344827586207,Comedy|Documentary,comedy documentary,,comedy documentary,1587707,39452,13,4.0385
77561,Iron Man 2 (2010),2010,0.9310344827586207,Action|Adventure|Sci-Fi|Thriller|IMAX,action adventure scifi thriller imax,,action adventure scifi thriller imax,1228705,10138,47,3.5106
77667,MacGruber (2010),2010,0.9310344827586207,Action|Comedy,action comedy,,action comedy,1470023,37931,1,3.0
77688,Three Men and a Cradle (3 hommes et un couffin) (1985),1985,0.7155172413793104,Comedy,comedy,,comedy,90206,4180,1,4.5
77709,"Sky Crawlers, The (Sukai kurora) (2008)",2008,0.9137931034482759,Adventure|Animation|Drama,adventure animation drama,,adventure animation drama,1056437,15877,1,2.5
77795,Cargo (2009),2009,0.9224137931034483,Sci-Fi,scifi,,scifi,381940,34069,1,3.5
77798,"Nightmare on Elm Street, A (2010)",2010,0.9310344827586207,Fantasy|Horror|Thriller,fantasy horror thriller,,fantasy horror thriller,1179056,23437,2,1.25
77800,Four Lions (2010),2010,0.9310344827586207,Comedy|Drama,comedy drama,,comedy drama,1341167,37495,5,4.0
77841,St Trinian's 2: The Legend of Fritton's Gold (2009),2009,0.9224137931034483,Adventure|Comedy,adventure comedy,,adventure comedy,1210106,37565,1,2.0
77846,12 Angry Men (1997),1997,0.8189655172413793,Crime|Drama,crime drama,,crime drama,118528,12219,1,5.0
77866,Robin Hood (2010),2010,0.9310344827586207,Action|Adventure|Drama|Romance|War,action adventure drama romance war,,action adventure drama romance war,955308,20662,6,3.1667
77881,Lovers & Leavers (Kuutamolla) (2002),2002,0.8620689655172413,Drama|Romance,drama romance,,drama romance,307076,21245,1,3.5
77893,Merantau (2009),2009,0.9224137931034483,Action|Drama,action drama,,action drama,1368116,34626,1,4.0
77931,Stingray Sam (2009),2009,0.9224137931034483,Comedy|Musical|Sci-Fi|Western,comedy musical scifi western,,comedy musical scifi western,1355599,37511,1,4.0
78034,Cemetery Junction (2010),2010,0.9310344827586207,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,1196204,36801,1,3.5
78039,Blue Valentine (2010),2010,0.9310344827586207,Drama|Romance,drama romance,,drama romance,1120985,46705,5,2.8
78041,Killers (2010),2010,0.9310344827586207,Action|Comedy,action comedy,,action comedy,1103153,37821,2,2.25
78088,Buried (2010),2010,0.9310344827586207,Mystery|Thriller,mystery thriller,,mystery thriller,1462758,26388,4,3.5
78103,Shake Hands with the Devil (2007),2007,0.9051724137931034,Drama|War,drama war,,drama war,472562,30527,1,2.5
78105,Prince of Persia: The Sands of Time (2010),2010,0.9310344827586207,Action|Adventure|Fantasy|Romance|IMAX,action adventure fantasy romance imax,,action adventure fantasy romance imax,473075,9543,13,2.8846
78116,Please Give (2010),2010,0.9310344827586207,Comedy|Drama,comedy drama,,comedy drama,878835,40247,1,3.5
78142,Baarìa (2009),2009,0.9224137931034483,Comedy|Drama|War,comedy drama war,,comedy drama war,1081935,25846,1,4.5
78160,Ricky Gervais Live: Animals (2003),2003,0.8706896551724138,Comedy,comedy,,comedy,397612,198306,1,3.5
78174,Sex and the City 2 (2010),2010,0.9310344827586207,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,1261945,37786,2,1.0
78209,Get Him to the Greek (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,1226229,32823,10,3.55
78218,Unthinkable (2010),2010,0.9310344827586207,Drama|Thriller,drama thriller,,drama thriller,914863,38199,1,3.0
78264,"Back-up Plan, The (2010)",2010,0.9310344827586207,Comedy|Romance,comedy romance,,comedy romance,1212436,34806,1,3.0
78266,Splice (2009),2009,0.9224137931034483,Horror|Sci-Fi|Thriller,horror scifi thriller,,horror scifi thriller,1017460,37707,3,3.5
78316,Letters to Juliet (2010),2010,0.9310344827586207,Drama|Romance,drama romance,,drama romance,892318,37056,3,2.8333
78349,Exam (2009),2009,0.9224137931034483,Mystery|Thriller,mystery thriller,,mystery thriller,1258197,29917,5,3.8
78467,Jonah Hex (2010),2010,0.9310344827586207,Action|Drama|Thriller|Western,action drama thriller western,,action drama thriller western,1075747,20533,4,1.875
78469,"A-Team, The (2010)",2010,0.9310344827586207,Action|Comedy|Thriller,action comedy thriller,,action comedy thriller,429493,34544,17,3.1471
78499,Toy Story 3 (2010),2010,0.9310344827586207,Adventure|Animation|Children|Comedy|Fantasy|IMAX,adventure animation children comedy fantasy imax,,adventure animation children comedy fantasy imax,435761,10193,55,4.1091
78544,Ricky Gervais Live 3: Fame (2007),2007,0.9051724137931034,Comedy,comedy,,comedy,993779,198308,1,3.0
78574,Winter's Bone (2010),2010,0.9310344827586207,Drama|Thriller,drama thriller,,drama thriller,1399683,39013,8,3.4375
78620,"Scalphunters, The (1968)",1968,0.5689655172413793,Comedy|Western,comedy western,,comedy western,63557,32068,1,4.5
78626,Barking Dogs Never Bite (Flandersui gae) (2000),2000,0.8448275862068966,Comedy|Horror,comedy horror,,comedy horror,269743,21531,1,3.5
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),2010,0.9310344827586207,Adventure|Animation|Children|Comedy|Fantasy|IMAX,adventure animation children comedy fantasy imax,,adventure animation children comedy fantasy imax,892791,10192,7,3.5714
78703,TiMER (2009),2009,0.9224137931034483,Comedy|Drama|Fantasy|Romance,comedy drama fantasy romance,,comedy drama fantasy romance,1179794,39545,2,3.75
78746,Best Worst Movie (2009),2009,0.9224137931034483,Documentary,documentary,,documentary,1144539,40819,1,4.0
78772,"Twilight Saga: Eclipse, The (2010)",2010,0.9310344827586207,Fantasy|Romance|Thriller|IMAX,fantasy romance thriller imax,,fantasy romance thriller imax,1325004,24021,10,2.45
78836,Enter the Void (2009),2009,0.9224137931034483,Drama,drama,,drama,1191111,34647,2,5.0
78893,"Last Airbender, The (2010)",2010,0.9310344827586207,Action|Adventure|Fantasy,action adventure fantasy,,action adventure fantasy,938283,10196,6,1.9167
78959,Endgame (2009),2009,0.9224137931034483,Drama,drama,,drama,1217616,15102,1,3.0
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),2004,0.8793103448275862,Documentary,documentary,,documentary,416716,76180,1,4.5
79008,South Park: Imaginationland (2008),2008,0.9137931034482759,Animation|Comedy|Fantasy,animation comedy fantasy,,animation comedy fantasy,1308667,16023,8,4.0
79057,Predators (2010),2010,0.9310344827586207,Action|Sci-Fi|Thriller,action scifi thriller,,action scifi thriller,1424381,34851,10,3.3
79073,When You're Strange (2009),2009,0.9224137931034483,Documentary,documentary,,documentary,1333667,37659,1,4.0
79091,Despicable Me (2010),2010,0.9310344827586207,Animation|Children|Comedy|Crime,animation children comedy crime,,animation children comedy crime,1323594,20352,38,3.6842
79132,Inception (2010),2010,0.9310344827586207,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,action crime drama mystery scifi thriller imax,action alternate reality leonardo dicaprio sci-fi thought-provoking visually appealing dreamlike surreal big budget clever complicated dead wife great soundtrack heist intellectual mindfuck philosophy psychological psychology suspense cerebral,action crime drama mystery scifi thriller imax action alternate reality leonardo dicaprio sci-fi thought-provoking visually appealing dreamlike surreal big budget clever complicated dead wife great soundtrack heist intellectual mindfuck philosophy psychological psychology suspense cerebral,1375666,27205,143,4.0664
79134,Grown Ups (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,1375670,38365,10,3.45
79139,"Sorcerer's Apprentice, The (2010)",2010,0.9310344827586207,Action|Adventure|Children|Comedy|Fantasy,action adventure children comedy fantasy,,action adventure children comedy fantasy,963966,27022,10,3.45
79185,Knight and Day (2010),2010,0.9310344827586207,Action|Comedy|Romance,action comedy romance,,action comedy romance,1013743,37834,6,3.4167
79224,"Karate Kid, The (2010)",2010,0.9310344827586207,Action|Children|Drama,action children drama,,action children drama,1155076,38575,8,2.5
79242,"Kids Are All Right, The (2010)",2010,0.9310344827586207,Comedy|Drama,comedy drama,,comedy drama,842926,39781,6,2.9167
79251,"Serbian Film, A (Srpski film) (2010)",2010,0.9310344827586207,Horror|Thriller,horror thriller,,horror thriller,1273235,73861,2,2.25
79259,Cherrybomb (2009),2009,0.9224137931034483,Drama|Thriller,drama thriller,,drama thriller,1248971,40850,1,2.5
79274,Batman: Under the Red Hood (2010),2010,0.9310344827586207,Action|Animation,action animation,,action animation,1569923,40662,3,3.6667
79293,Salt (2010),2010,0.9310344827586207,Action|Thriller,action thriller,,action thriller,944835,27576,15,2.9667
79299,"No. 1 Ladies' Detective Agency, The (2008)",2008,0.9137931034482759,Comedy|Crime|Mystery,comedy crime mystery,,comedy crime mystery,874957,0,1,3.0
79333,Watch Out for the Automobile (Beregis avtomobilya) (1966),1966,0.5517241379310345,Comedy|Crime|Romance,comedy crime romance,,comedy crime romance,60161,39768,1,4.0
79357,Mr. Nobody (2009),2009,0.9224137931034483,Drama|Fantasy|Romance|Sci-Fi,drama fantasy romance scifi,,drama fantasy romance scifi,485947,31011,7,4.1429
79428,Dinner for Schmucks (2010),2010,0.9310344827586207,Comedy,comedy,,comedy,427152,38778,7,3.2857
79501,Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),2002,0.8620689655172413,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,352465,36274,1,4.0
79536,Hellsinki (Rööperi) (2009),2009,0.9224137931034483,Crime,crime,,crime,1227536,25335,1,3.0
79553,Ip Man 2 (2010),2010,0.9310344827586207,Action,action,,action,1386932,37472,5,3.0
79572,Ramona and Beezus (2010),2010,0.9310344827586207,Children|Comedy,children comedy,,children comedy,493949,38843,1,2.5
79590,"Rebound, The (2009)",2009,0.9224137931034483,Comedy|Romance,comedy romance,,comedy romance,1205535,24122,1,2.5
79592,"Other Guys, The (2010)",2010,0.9310344827586207,Action|Comedy,action comedy,,action comedy,1386588,27581,21,3.2619
79677,"Two Escobars, The (2010)",2010,0.9310344827586207,Crime|Documentary,crime documentary,,crime documentary,1522863,53190,1,3.5
79684,Paper Man (2009),2009,0.9224137931034483,Comedy|Drama,comedy drama,,comedy drama,437405,39414,1,4.0
79695,"Expendables, The (2010)",2010,0.9310344827586207,Action|Adventure|Thriller,action adventure thriller,,action adventure thriller,1320253,27578,17,3.0588
79702,Scott Pilgrim vs. the World (2010),2010,0.9310344827586207,Action|Comedy|Fantasy|Musical|Romance,action comedy fantasy musical romance,geeky michael cera stylized video games,action comedy fantasy musical romance geeky michael cera stylized video games,446029,22538,44,3.7045
79798,I Killed My Mother (J'ai tué ma mère) (2009),2009,0.9224137931034483,Drama,drama,,drama,1424797,26280,2,3.5
79868,Heartless (2009),2009,0.9224137931034483,Fantasy|Horror|Mystery|Thriller,fantasy horror mystery thriller,,fantasy horror mystery thriller,1220214,38150,1,2.5
79879,Piranha (Piranha 3D) (2010),2010,0.9310344827586207,Action|Horror|Thriller,action horror thriller,,action horror thriller,464154,43593,3,2.1667
79895,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",2010,0.9310344827586207,Action|Adventure|Fantasy|Mystery,action adventure fantasy mystery,,action adventure fantasy mystery,1179025,35552,1,2.5
79897,Get Low (2009),2009,0.9224137931034483,Comedy|Drama|Mystery,comedy drama mystery,,comedy drama mystery,1194263,44718,1,5.0
79946,"Joneses, The (2009)",2009,0.9224137931034483,Comedy|Drama,comedy drama,,comedy drama,1285309,41479,1,3.5
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),1989,0.75,Action|Adventure|Animation|Fantasy|Sci-Fi,action adventure animation fantasy scifi,,action adventure animation fantasy scifi,142235,28609,1,4.0
80094,"Last Exorcism, The (2010)",2010,0.9310344827586207,Horror|Thriller,horror thriller,,horror thriller,1320244,38358,1,4.0
80124,Sisters (Syostry) (2001),2001,0.853448275862069,Action|Crime|Drama,action crime drama,,action crime drama,284492,49943,1,5.0
80126,"American, The (2010)",2010,0.9310344827586207,Drama|Thriller,drama thriller,,drama thriller,1440728,27579,4,2.625
80139,Jackass 2.5 (2007),2007,0.9051724137931034,Comedy|Documentary,comedy documentary,,comedy documentary,1117523,14158,3,4.1667
80162,"Horde, The (La Horde) (2009)",2009,0.9224137931034483,Action|Horror|Thriller,action horror thriller,,action horror thriller,1183276,37905,1,2.5
80166,"Switch, The (2010)",2010,0.9310344827586207,Comedy|Romance,comedy romance,,comedy romance,889573,41210,6,2.6667
